year,county,system,system_name,tvaas_composite,proficiency_rate,adm,number_of_schools,per_pupil_funding,pct_swd,pct_ed,pct_with_bachelors,crime_rate,median_home_sale_price
2015,Crockett,172,Bells City,5,4.204692619390966,5.8998973535824915,0,9.084505003128971,2.5779970728540142,4.305187835454659,2.631888840136646,3.9392489916817377,11.260610536355738
2015,Cumberland,180,Cumberland County,3,4.136765278106052,8.863191340690854,2.4849066497880004,9.04671494818638,2.767463340435297,4.1563537899618,2.772588722239781,4.231784971343338,11.84939770159144
2015,Davidson,190,Davidson County,5,3.8308129500026027,11.28895657315623,5.0369526024136295,9.349780523451768,2.5215567567388506,4.321886787963001,3.706228092448549,4.864529941435284,12.227613956517901
2015,Decatur,200,Decatur County,1,4.104294893075269,7.332369205929062,1.3862943611198906,9.094637670922447,2.9377007259818084,4.05559879564626,2.533696813957432,4.056988775678332,11.119882876860622
2015,DeKalb,210,DeKalb County,4,4.039536325727106,7.954723334497908,1.791759469228055,8.985006924588937,2.6646022866999997,4.164416322929945,2.617395832834079,4.046728708280438,11.469495907042893
2015,Dickson,220,Dickson County,1,4.141546163706395,9.002085433155724,2.70805020110221,9.04461631152946,2.7857173738435326,3.9714554841571346,2.740840023925201,4.312408567793012,11.848683160653573
2015,Dyer,230,Dyer County,5,4.194189897191817,8.226573474977114,2.0794415416798357,9.045819439807735,2.410695954178573,4.09526241451233,2.9601050959108397,4.707546252604958,11.52781407746398
2015,Dyer,231,Dyersburg City,5,4.039536325727106,7.806289289267033,1.3862943611198906,9.207155305031408,2.766110892918436,4.284075648344629,2.9601050959108397,4.707546252604958,11.52781407746398
2015,Fayette,240,Fayette County,5,3.6216707044204863,8.077136638538454,2.0794415416798357,9.118871803724046,2.6330028207065537,4.389889635028368,3.1441522786722644,3.716008121502189,12.138863895836725
2015,Fentress,250,Fentress County,5,3.9569963710708773,7.645875825184813,1.791759469228055,9.109834719044539,2.805090108212613,4.313541605454226,2.451005098112319,3.8916161956504833,11.532728092266408
2015,Franklin,260,Franklin County,2,3.92395157629342,8.570923513837204,2.3978952727983707,9.060691211756188,2.722137400709023,4.0543966530809215,3.0204248861443626,3.959669658895499,11.759746479638794
2015,Gibson,271,Humboldt City,1,3.624340932976365,6.925595197110468,1.3862943611198906,9.316635450793784,2.7932257400961586,4.584098291305985,3.0301337002713233,4.263946679941392,11.56171562913966
2015,Gibson,272,Milan,5,4.178992036282385,7.543273346705446,1.0986122886681098,9.076786121947574,2.847606198776342,4.140931387793883,3.0301337002713233,4.263946679941392,11.56171562913966
2015,Gibson,273,Trenton Special School District,5,4.08260930600368,7.15305163493748,1.0986122886681098,9.09566998699258,2.540502039976034,4.190449048820868,3.0301337002713233,4.263946679941392,11.56171562913966
2015,Gibson,274,Bradford Special School District,5,4.155753190350744,6.212606095751519,0.6931471805599453,9.224588385241384,2.85177158463248,4.1392550218315884,3.0301337002713233,4.263946679941392,11.56171562913966
2015,Gibson,275,Gibson County Special School District,2,4.2456340097683265,8.251142139090751,2.1972245773362196,8.891511570527564,2.5897716252969376,3.744315333335666,3.0301337002713233,4.263946679941392,11.56171562913966
2015,Giles,280,Giles County,3,3.960813169597578,8.241703159729818,2.0794415416798357,9.099665761494588,2.51625462679888,4.119103762985832,2.760009940032921,3.9954446135672184,11.472103470449973
2015,Grainger,290,Grainger County,3,3.8522730010223722,8.127109185346375,2.1972245773362196,9.04031095631146,2.773558050017678,4.193456359359589,2.424802725718295,3.627269972482245,11.827371174691224
2015,Greene,300,Greene County,1,3.9531649487593215,8.820994645747902,2.772588722239781,9.02190013417405,2.88982116205892,4.191034708731944,2.7536607123542622,3.955082494888593,11.652252530191328
2015,Greene,301,Greeneville City,5,4.189654742026425,7.891330757661889,1.9459101490553132,9.293071769573647,2.8091553911898957,3.8533433935078842,2.7536607123542622,3.955082494888593,11.652252530191328
2015,Grundy,310,Grundy County,1,3.7471483622379123,7.652070746116482,2.0794415416798357,9.114699137379267,2.9455200230539944,4.397429911339095,2.33214389523559,3.962525987601253,11.314474526246391
2015,Hamblen,320,Hamblen County,5,4.0943445622221,9.202005735186125,2.8903717578961645,9.00075449859404,2.6165028700621114,4.163015009073017,2.772588722239781,4.370586444531326,11.759785542901755
2015,Hamilton,330,Hamilton County,1,3.966511190712216,10.643136566747494,4.3694478524670215,9.18284583766679,2.543538372689541,4.103149819882505,3.4719664525503626,4.526451601276686,12.075679181596579
2015,Hancock,340,Hancock County,1,3.5380565643793527,6.852242569051878,0.6931471805599453,9.186262820197125,3.003012596922118,4.402177148562542,2.163323025660538,3.7483269127573564,11.289781913656018
2015,Hardeman,350,Hardeman County,1,3.7932394694381792,8.210396255104774,2.1972245773362196,9.192247681903716,2.7185567066587515,4.404855362415817,2.341805806147327,4.131961425793407,11.350406535472453
2015,Hardin,360,Hardin County,1,3.9531649487593215,8.153061946801051,1.9459101490553132,9.072158181136233,2.853927985857305,4.318758877073024,2.533696813957432,4.219948784356969,11.547326891687561
2015,Hawkins,370,Hawkins County,1,4.023564380161053,8.83927669058535,2.8903717578961645,9.119507155598894,2.7424630834107644,4.120599386849534,2.5572273113676265,3.813969064952758,11.678439903447801
2015,Hawkins,371,Rogersville City,3,4.23410650459726,6.424869023905388,0,9.152891327671998,2.4635572317735233,3.9558697869702106,2.5572273113676265,3.813969064952758,11.678439903447801
2015,Haywood,380,Haywood County,1,3.728100167267218,7.965198290612176,1.6094379124341003,9.199117631953703,2.665875276051495,4.326716366945562,2.517696472610991,4.6163079303985475,11.382247141328111
2015,Henderson,390,Henderson County,5,4.222444564849416,8.237743803890933,2.1972245773362196,9.037473973952983,2.6707143454329687,4.117875059632294,2.772588722239781,4.338597076746545,11.500346682763368
2015,Henderson,391,Lexington City,1,4.115779842942166,6.829793737512425,0.6931471805599453,9.202902781544955,2.5768240951893717,4.127421507600541,2.772588722239781,4.338597076746545,11.500346682763368
2015,Henry,400,Henry County,3,4.213607983048918,7.988203597022576,1.791759469228055,9.136155473786806,2.5601824122968493,4.099009046455871,2.856470206220483,4.192378302493466,11.51267543371502
2015,Henry,401,Paris,4,4.133565275375382,7.411556287811163,1.0986122886681098,9.087143960404159,2.871134901477879,4.151890668406838,2.856470206220483,4.192378302493466,11.51267543371502
2015,Hickman,410,Hickman County,2,4.00369019395397,8.142936010432265,2.0794415416798357,9.101172617975402,2.8980654003458883,4.235102184712921,2.501435951739211,4.035832291154432,11.635143097694478
2015,Houston,420,Houston County,3,4.014579593753238,7.168579897264035,1.6094379124341003,9.125620911991641,2.7901876121490226,4.037818459500279,2.2192034840549946,3.4647979630717503,11.461632170582678
2015,Humphreys,430,Humphreys County,1,4.027135812528651,7.914983005848394,1.9459101490553132,9.088873057692638,2.746958066791442,4.0609108895226544,2.5416019934645457,3.8768102496724017,11.407564949312402
2015,Jackson,440,Jackson County,1,3.929862923556477,7.316548177182976,1.3862943611198906,9.123234445062304,2.980317710152805,4.424121703840935,2.1747517214841605,3.6666338451666167,11.350406535472453
2015,Jefferson,450,Jefferson County,5,4.005513348515485,8.872907674259846,2.4849066497880004,9.062733236389935,2.533422010281789,4.129207716445416,2.803360380906535,4.004419854694114,11.820410164718188
2015,Johnson,460,Johnson County,1,4.023564380161053,7.634820677745543,1.9459101490553132,9.254280699438548,2.9152798900772523,4.392808709893258,2.4595888418037104,3.946231176757883,11.701477571514818
2015,Knox,470,Knox County,5,4.1059436980654525,10.939922973610766,4.499809670330265,9.10974625674048,2.635104518575198,3.689256172897824,3.6506582412937387,4.331785418237135,12.071969661006694
2015,Lake,480,Lake County,1,3.5380565643793527,6.693323668269949,1.0986122886681098,9.288504392945537,2.9256289077830133,4.343805421853684,2.028148247292285,3.6054978451748854,10.970351142889658
2015,Lauderdale,490,Lauderdale County,5,3.9721769282478934,8.35772841676521,1.9459101490553132,9.091252735698356,2.840994179068529,4.397818881128302,2.163323025660538,4.33729074083249,11.187887605974678
2015,Lawrence,500,Lawrence County,4,4.210645017918261,8.769351707798972,2.5649493574615367,9.034450090127828,2.653690624910979,3.9211900394304116,2.5877640352277083,4.425684604013345,11.350406535472453
2015,Lewis,510,Lewis County,1,3.914021008090819,7.471932078245122,1.3862943611198906,8.985332584052223,2.701238918271442,4.277767096616741,2.5494451709255714,4.196600262926448,11.56171562913966
2015,Lincoln,520,Lincoln County,5,4.207673247529104,8.242229891372231,2.0794415416798357,9.006190297154507,2.6066096069365745,4.0423241803103815,2.9652730660692828,4.185707568236073,11.505397198549437
2015,Lincoln,521,Fayetteville City,3,4.012772908528289,7.259819610363186,1.0986122886681098,9.044592706303261,2.57301132461301,3.9734073325154893,2.9652730660692828,4.185707568236073,11.505397198549437
2015,Loudon,530,Loudon County,3,4.131961425793407,8.442254104751743,2.1972245773362196,9.07985576176414,2.58174092621758,4.0046818359108505,3.131136910560194,3.885679030088544,12.325631880587814
2015,Loudon,531,Lenoir City,3,4.021773869387265,7.71333788887187,1.0986122886681098,9.119934148100167,2.6868281271518075,4.147686930902239,3.131136910560194,3.885679030088544,12.325631880587814
2015,McMinn,540,McMinn County,4,4.048300623720694,8.617762246337932,2.1972245773362196,8.970762514198547,2.540794523856966,4.181891259718052,2.797281334830153,4.456206032848133,11.639558115903595
2015,McMinn,541,Athens City,5,4.044804116661965,7.315883504509785,1.6094379124341003,9.253849951701689,2.6265092682192583,4.299537143298618,2.797281334830153,4.456206032848133,11.639558115903595
2015,McMinn,542,Etowah City,1,3.8815637979434374,5.736572297479192,0,9.28800486933266,2.713949923229398,4.303585208367319,2.797281334830153,4.456206032848133,11.639558115903595
2015,McNairy,550,McNairy County,5,4.046553898385752,8.327484416188264,2.0794415416798357,8.960647485428437,2.5718093891256317,4.061989371949703,2.6461747973841225,4.001680877358681,11.251865849078555
2015,Macon,560,Macon County,5,3.977810745966149,8.19891444498699,2.0794415416798357,9.007820189489031,2.8410198323741045,4.1405462510741815,2.3125354238472138,3.6752875005944694,11.314474526246391
2015,Madison,570,Jackson-Madison County,1,3.754198920234579,9.415727201701133,3.295836866004329,9.157930665158437,2.691869575672016,4.35779829575485,3.2733640101522705,4.730568595382425,11.695247021764184
2015,Marion,580,Marion County,1,4.02535169073515,8.301273485191347,2.302585092994046,9.070756413760904,2.6362377788751594,4.18014889908606,2.533696813957432,3.7628266990660193,11.77528972943772
2015,Marion,581,Richard City,3,3.8372994592322094,5.598421958998375,0,9.129520695874168,2.284885515894645,4.0706748181361965,2.533696813957432,3.7628266990660193,11.77528972943772
2015,Marshall,590,Marshall County,5,4.12552017969055,8.557951183888406,2.1972245773362196,9.057620334957967,2.498061498942806,3.9829950957700055,2.6100697927420065,3.8218794555751803,11.594505451962652
2015,Maury,600,Maury County,1,3.9473901492654373,9.35755275165657,3.044522437723423,9.116710779194054,2.7467334018374108,4.018850872779922,3.086486636822455,4.398514952178684,11.982303898822046
2015,Meigs,610,Meigs County,3,4.0943445622221,7.426549072397305,1.3862943611198906,9.071434563014206,2.9546610183170676,4.2388944189762965,2.33214389523559,4.15166962884137,11.747997587149712
2015,Monroe,620,Monroe County,1,3.9318256327243257,8.582044163735853,2.5649493574615367,9.055649546296415,2.6951303598464853,4.18403420325231,2.424802725718295,4.056815750329687,11.709314278975619
2015,Monroe,621,Sweetwater City,3,4.044804116661965,7.319202458767849,1.3862943611198906,9.027858802380862,2.974931019286791,4.3707341683757095,2.424802725718295,4.056815750329687,11.709314278975619
2015,Montgomery,630,Montgomery County,5,4.1956970564823886,10.331040257108297,3.6375861597263857,9.068258240041727,2.652153487497121,3.8991398735884064,3.3068867021909143,4.431887653844806,11.970350312009105
2015,Moore,640,Moore County,5,4.143134726391533,6.786716950605081,0.6931471805599453,9.20500617038548,2.7290436780234946,3.882464203186603,3.0301337002713233,3.5564902660681907,11.736069016284437
2015,Morgan,650,Morgan County,1,3.7232808808312687,8.009363076630045,2.0794415416798357,9.05927326637682,2.7270826332715363,4.2252225839683355,2.0412203288596382,3.688629422858727,11.541026895081103
2015,Obion,660,Obion County,1,4.110873864173311,8.14177220465645,1.9459101490553132,9.074715360689352,2.707497867478667,4.079587229115256,2.797281334830153,4.327306422473649,11.27720313144916
2015,Obion,661,Union City,5,4.053522567701846,7.330405211844402,1.0986122886681098,9.130160154848655,2.4104740550052295,4.218538026213019,2.797281334830153,4.327306422473649,11.27720313144916
2015,Overton,670,Overton County,1,4.067315889834181,8.034631032923107,2.1972245773362196,9.039113045987753,2.602029311284276,4.270294707060438,2.5952547069568657,3.5177945292459696,11.55214617812351
2015,Perry,680,Perry County,3,3.9889840465642745,6.964135612418245,1.3862943611198906,9.128262260940575,2.836879851300886,4.272556926265922,2.501435951739211,3.361069590571376,11.166907815505484
2015,Pickett,690,Pickett County,1,3.8022081394209395,6.597145701886651,0.6931471805599453,9.009960745260525,2.6848696311371016,4.178679336174175,1.840549633397487,3.1780538303479458,11.512925464970229
2015,Polk,700,Polk County,3,3.9569963710708773,7.778211474512493,1.791759469228055,9.06290707989645,2.6347528815682035,4.255169349137052,2.388762789235098,,11.879303184370347
2015,Putnam,710,Putnam County,1,4.046553898385752,9.253304071408298,3.044522437723423,9.084289501775583,2.8741873799949462,4.008013799107617,3.2771447329921766,4.338335946049148,11.820410164718188
2015,Rhea,720,Rhea County,3,4.092676505121403,8.336630087637147,1.9459101490553132,9.105646300861517,2.4808471042941256,4.249685278051694,2.5952547069568657,4.0273140497628805,11.757634794199
2015,Rhea,721,Dayton City,1,3.9926809084456005,6.669498089857879,0,9.054469880787464,2.639408268380046,3.9990343824177748,2.5952547069568657,4.0273140497628805,11.757634794199
2015,Roane,730,Roane County,1,4.070734696582967,8.7937637591133,2.833213344056216,9.100525505968976,2.8495642969249557,4.097669980963543,2.9806186357439426,4.152770690690713,11.87874843780595
2015,Robertson,740,Robertson County,3,4.02535169073515,9.305741456739435,2.995732273553991,8.996788176200123,2.728241449662664,3.943932953319795,2.970414465569701,3.9292733588346738,12.013700752882718
2015,Rutherford,750,Rutherford County,5,4.207673247529104,10.617441757777067,3.8501476017100584,9.016403619209914,2.3978714067347147,3.68018609321037,3.5055573969863985,4.338205355125032,12.0015054797889
2015,Rutherford,751,Murfreesboro City,1,4.044804116661965,8.910720661951359,2.4849066497880004,9.143655549180187,2.6995141023434637,3.9665530764061625,3.5055573969863985,4.338205355125032,12.0015054797889
2015,Scott,760,Scott County,1,3.835141961092188,7.954723334497908,1.9459101490553132,9.016961912304007,2.5883083009604952,4.463626192802493,2.151762203259462,3.9267145541711357,11.225243392518447
2015,Scott,761,Oneida Special School District,4,4.05871738457895,7.107425474110705,1.0986122886681098,9.036641532473114,2.30942662481076,4.1504571430456,2.151762203259462,3.9267145541711357,11.225243392518447
2015,Sequatchie,770,Sequatchie County,1,3.899950424193877,7.680637427560936,1.0986122886681098,8.97520014747779,2.861406575446713,4.221065729313961,2.6946271807700692,4.133405006122695,11.736069016284437
2015,Sevier,780,Sevier County,1,3.975936331171799,9.54852542660107,3.332204510175204,9.171017253579663,2.668322822549495,4.148512798695251,2.8959119382717797,4.223323943478561,11.918390573078392
2015,Shelby,792,Shelby County (New),5,3.696351468952637,11.598515832804411,5.3981627015177525,9.325595771405462,2.556785644800391,4.379461804728306,3.4468078929142076,4.855072506602992,12.056934382526451
2015,Shelby,793,Arlington City,5,4.345103280569283,8.480321716640333,1.3862943611198906,8.949637726255329,2.3946107100599696,2.6303144560477003,3.4468078929142076,4.855072506602992,12.056934382526451
2015,Shelby,794,Bartlett City,5,4.2017030805426,9.016148642611741,2.3978952727983707,9.089042416219398,2.6212626343224574,3.592747436869752,3.4468078929142076,4.855072506602992,12.056934382526451
2015,Shelby,795,Collierville City,5,4.390738575275903,8.958540111412168,2.0794415416798357,9.033984982160732,2.5925947228769584,2.7060320369459707,3.4468078929142076,4.855072506602992,12.056934382526451
2015,Shelby,796,Germantown City,3,4.406719247264253,8.6347984334905,1.6094379124341003,8.978509192264408,2.278979980782728,2.257357516769562,3.4468078929142076,4.855072506602992,12.056934382526451
2015,Shelby,797,Lakeland City,5,4.089332020398556,6.727431724850855,0,9.069387220392969,2.9586244852389165,2.6870717947170193,3.4468078929142076,4.855072506602992,12.056934382526451
2015,Shelby,798,Millington City,3,3.8753590210565547,7.862112211662748,1.3862943611198906,9.09529982226505,2.776280923291353,4.319651835981621,3.4468078929142076,4.855072506602992,12.056934382526451
2015,Smith,800,Smith County,1,4.074141854904581,7.989221408815276,2.1972245773362196,9.026910200896435,2.6890666520737896,4.05871248263018,2.415913778301049,3.740522687265775,11.487607656985938
2015,Stewart,810,Stewart County,3,4.235554730773624,7.575584651557793,1.6094379124341003,9.105346455779229,2.592160209077881,3.893375560959199,2.6741486494265287,3.672241812960913,11.652687407345388
2015,Sullivan,820,Sullivan County,1,4.028916756899646,9.206633510044856,3.1354942159291497,9.125860333897712,2.8685803568891495,4.065527685961407,3.152736022363656,4.427119496044782,11.790557201568507
2015,Sullivan,821,Bristol City,3,4.182050142641207,8.274357006756292,2.0794415416798357,9.193173867054272,2.7678480970814703,3.9191812321283175,3.152736022363656,4.427119496044782,11.790557201568507
2015,Sullivan,822,Kingsport City,3,4.244200317766478,8.840145877949938,2.4849066497880004,9.253284912301496,2.991888227085162,4.033548457939327,3.152736022363656,4.427119496044782,11.790557201568507
2015,Sumner,830,Sumner County,5,4.1956970564823886,10.230053743037875,3.8501476017100584,9.036225051729327,2.7281652641814755,3.603823566792621,3.339321977944068,3.9114228253561136,12.225875272826354
2015,Tipton,840,Tipton County,5,4.141546163706395,9.308283446306147,2.6390573296152584,9.021501624353963,2.7706816481527765,4.017106258360436,2.772588722239781,4.398514952178684,11.883799128308773
2015,Trousdale,850,Trousdale County,3,4.259859000699674,7.071573364211532,1.0986122886681098,9.084391587153075,2.7977789710683383,4.04779860995041,2.8959119382717797,4.32055008757213,11.607326140391713
2015,Unicoi,860,Unicoi County,1,3.970291913552122,7.767263996757308,1.9459101490553132,9.144414221860016,2.9453427487877364,4.197505296970861,2.6741486494265287,3.7121075802331434,11.72399643505017
2015,Union,870,Union County,5,3.7977338590260183,8.342601680684194,2.302585092994046,9.082791051029208,2.6465239611079276,4.275910236872051,2.128231705849268,4.1082474673910925,11.77528972943772
2015,Van Buren,880,Van Buren County,4,3.8543938925915096,6.590301048196686,0.6931471805599453,9.171828207742818,2.8437160662553667,4.157759217141996,2.163323025660538,3.9989343774174424,11.401993904262946
2015,Warren,890,Warren County,3,3.9415818076696905,8.759511722116487,2.3978952727983707,9.059610501171019,2.806093428828654,4.2508309475384545,2.760009940032921,3.9880576917041437,11.449985665196355
2015,Washington,900,Washington County,1,4.135166556742356,9.05321861620397,2.833213344056216,9.047927319226208,2.6578939165017372,3.8745628360869615,3.5351453541718945,4.188896879163323,11.958892516387722
2015,Washington,901,Johnson City,5,4.3067641501733345,8.94494150776486,2.3978952727983707,9.152107263211402,2.6187121970163454,3.9024803412460245,3.5351453541718945,4.188896879163323,11.958892516387722
2015,Wayne,910,Wayne County,1,3.912023005428146,7.703007682479236,2.0794415416798357,9.159636377601476,2.947356273813757,3.7758217011045745,2.3608540011180215,3.441379171294987,11.082142548877775
2015,Weakley,920,Weakley County,1,4.186619838331271,8.344980368770571,2.3978952727983707,9.0406546457618,2.6462949969154863,4.061089888990906,3.131136910560194,3.85354607566917,11.385092093460344
2015,White,930,White County,2,4.085976312551584,8.261268150577648,2.1972245773362196,8.95171211991514,2.8160559028641408,4.200186541538722,2.5572273113676265,4.141228148120951,11.524606969744067
2015,Williamson,940,Williamson County,2,4.440295542797857,10.445666483960114,3.713572066704308,9.075631143117675,2.325426398333662,2.2664912507203616,4.117409835153096,3.341801171705499,12.8218486508605
2015,Williamson,941,Franklin Special School District,3,4.302712827954156,8.164794804244766,2.0794415416798357,9.501987074884129,2.5249259686798764,3.661510180396577,4.117409835153096,3.341801171705499,12.8218486508605
2015,Wilson,950,Wilson County,5,4.222444564849416,9.71153981234754,3.044522437723423,8.947780088298181,2.6703233848982584,3.373043238436537,3.4657359027997265,3.9441028988915576,12.363076394339839
2015,Wilson,951,Lebanon Special School District,5,4.051784947803305,8.18088094199639,1.791759469228055,9.04122325162665,2.637439054042407,4.125961603634378,3.4657359027997265,3.9441028988915576,12.363076394339839
2015,Fentress,961,Alvin C. York Institute,5,4.131961425793407,,0,,2.307515259101904,4.126230538318487,2.451005098112319,3.8916161956504833,11.532728092266408
2015,,963,Tenn School For Blind,3,1.308332819650179,,0,,4.547600334166614,3.4921691598678835,,,
2015,,963,Tenn School For Blind,3,1.308332819650179,,0,,4.547600334166614,3.4921691598678835,,,
2015,,964,Tenn Sch For Deaf,1,0.5877866649021191,,1.0986122886681098,,4.592591403781231,,,,
2015,,964,Tenn Sch For Deaf,1,0.5877866649021191,,1.0986122886681098,,4.592591403781231,,,,
2015,,970,Department of Children's Services Ed. Division,1,-Inf,,,,,,,,
2015,,970,Department of Children's Services Ed. Division,1,-Inf,,,,,,,,
2015,,985,Achievement School District,1,3.131136910560194,8.759354748566208,3.1780538303479458,9.457544140839213,2.5596115164408415,4.570657881040593,,,
2015,,985,Achievement School District,1,3.131136910560194,8.759354748566208,3.1780538303479458,9.457544140839213,2.5596115164408415,4.570657881040593,,,
2016,Anderson,10,Anderson County,4,3.5667118201397288,8.743053050224676,2.833213344056216,9.197204472583042,2.9391619220655967,1.9740810260220096,3.1570004211501135,4.080583646972063,11.77528972943772
2016,Anderson,12,Oak Ridge City,5,3.858622228701031,8.3774712482411,1.9459101490553132,9.477539085486564,2.6878474937846906,3.3568971227655755,3.1570004211501135,4.080583646972063,11.77528972943772
2016,Bedford,20,Bedford County,1,3.169685580677429,9.031811613420924,2.6390573296152584,8.950442064535896,2.3702437414678603,3.655839600035736,2.4849066497880004,3.988243031339555,11.695247021764184
2016,Benton,30,Benton County,5,3.58351893845611,7.652070746116482,2.0794415416798357,9.206181736827324,2.970414465569701,3.7256934272366524,2.580216829592325,3.688629422858727,11.225243392518447
